7397758.472745	5044558.321537	2263.000000	1
7398008.345703	5044507.934813	2268.000000	1
7398508.091619	5044560.493429	2280.500000	1
7398757.964578	5044624.697487	2282.000000	1
7400756.948244	5044441.841079	2280.500000	1
7402755.931910	5044059.222348	2303.500000	1
7404505.042618	5044183.408787	2291.000000	1
7404505.042618	5044179.597005	2307.000000	1
7402755.931910	5044053.007980	2321.000000	1
7400756.948244	5044444.053565	2293.000000	1
7398757.964578	5044626.620773	2301.500000	1
7398508.091619	5044560.076549	2289.000000	1
7398008.345703	5044501.927144	2284.000000	1
7397758.472745	5044552.823062	2282.000000	1
7397758.472745	5044558.321537	2263.000000	1
7398044.413001	5040502.810307	2335.000000	2
7398500.477040	5040439.260400	2323.000000	2
7398881.776482	5040446.736859	2326.500000	2
7400006.983659	5040611.218972	2324.500000	2
7400504.168225	5040573.836673	2324.114058	2
7401135.929065	5040536.454375	2300.000000	2
7401631.503598	5040410.851614	2287.500000	2
7402758.320808	5040028.055119	2284.000000	2
7403005.804868	5039795.920617	2277.000000	2
7403130.741347	5039689.579873	2268.000000	2
7403255.677826	5039629.870496	2270.000000	2
7403505.550784	5039586.513647	2268.000000	2
7403666.710656	5039583.205770	2247.544010	2
7403633.066587	5039579.467540	2276.764009	2
7403505.550784	5039572.257313	2280.500000	2
7403255.677826	5039619.961718	2285.500000	2
7403130.741347	5039674.694784	2282.000000	2
7403005.804868	5039774.073461	2291.000000	2
7402755.931910	5040013.163501	2307.000000	2
7401631.503598	5040393.287663	2300.000000	2
7401131.757681	5040525.637889	2328.000000	2
7400507.075285	5040564.277101	2341.373970	2
7400007.329369	5040596.381886	2338.500000	2
7398882.901057	5040428.365118	2349.000000	2
7398500.477040	5040424.307481	2333.500000	2
7398258.218661	5040476.080395	2342.000000	2
7398044.413001	5040502.810307	2335.000000	2
7398978.186214	5036733.944561	2365.000000	3
7399257.710494	5036666.857110	2352.500000	3
7399757.456411	5036731.074351	2335.000000	3
7400257.202327	5037085.589086	2315.500000	3
7400507.075285	5037247.807814	2317.500000	3
7400741.515999	5037384.315547	2305.000000	3
7400998.000332	5037604.159260	2312.000000	3
7401256.694160	5037834.104466	2310.500000	3
7401506.567118	5038188.982300	2303.500000	3
7401756.440077	5038350.319019	2293.000000	3
7402003.114255	5038343.000243	9999999999.990000	3
7402258.512848	5038298.362561	2282.000000	3
7402755.931910	5038245.271727	2254.000000	3
7403005.804868	5038141.360704	2245.000000	3
7403256.092677	5038069.456141	2263.000000	3
7403756.558305	5038082.984636	2245.000000	3
7404005.183229	5038064.745742	2250.500000	3
7404255.169659	5038088.357284	2240.000000	3
7404502.433076	5038162.659805	2234.500000	3
7404717.159920	5038190.382292	2243.500000	3
7404797.530673	5038245.180533	2226.000000	3
7404877.901425	5038424.188118	9999999999.990000	3
7404932.699666	5038530.131383	2234.500000	3
7404991.151122	5038679.913240	9999999999.990000	3
7405020.376851	5039275.387453	9999999999.990000	3
7404912.328791	5039546.054278	2282.000000	3
7405016.396222	5039271.572612	9999999999.990000	3
7405002.110770	5038679.913240	2289.000000	3
7404936.352882	5038530.131383	2252.000000	3
7404888.861074	5038420.534902	9999999999.990000	3
7404793.877457	5038248.833749	2234.500000	3
7404720.813136	5038201.341940	2259.500000	3
7404501.473134	5038161.699863	2261.000000	3
7404255.169659	5038089.986782	2257.500000	3
7404005.183229	5038059.946033	2266.500000	3
7403755.598363	5038079.144869	2273.500000	3
7403250.440667	5038063.804131	2275.000000	3
7403005.804868	5038132.930186	2255.500000	3
7402755.931910	5038234.982216	2268.000000	3
7402255.686842	5038292.710551	2294.500000	3
7402000.074936	5038343.000243	9999999999.990000	3
7401756.440077	5038336.538646	2307.000000	3
7401506.567118	5038185.685746	2321.000000	3
7401256.725104	5037839.423465	2321.000000	3
7401016.320641	5037608.739338	2319.000000	3
7400736.935922	5037379.735469	2326.500000	3
7400507.075285	5037248.402004	2333.500000	3
7400257.202327	5037083.110992	2331.500000	3
7399757.456411	5036728.795714	2342.000000	3
7399257.710494	5036667.555156	2361.500000	3
7398923.225286	5036756.844948	2382.500000	3
7398978.186214	5036733.944561	2365.000000	3
7401570.410957	5036759.699919	2302.953152	4
7401756.440077	5036786.459106	2308.500000	4
7402755.931910	5037284.035002	2300.000000	4
7403005.804868	5037388.919982	2294.500000	4
7403505.550784	5037702.805062	2278.500000	4
7403755.423743	5038018.272756	2238.000000	4
7403762.880310	5038023.871684	2285.500000	4
7403504.538143	5037689.546527	2307.000000	4
7403006.089727	5037376.496607	2308.500000	4
7402755.931910	5037274.357213	2307.000000	4
7401766.047326	5036786.868602	2323.000000	4
7401569.952263	5036760.356189	2314.314669	4
7401570.410957	5036759.699919	2302.953152	4
