7403165.816429	5035883.161084	2321.000000	5
7403505.550784	5036254.813062	2312.000000	5
7403757.913239	5036447.972326	2293.000000	5
7404006.211901	5036595.314390	2305.000000	5
7404254.510563	5036641.699854	2282.000000	5
7404505.042618	5036763.457588	2291.000000	5
7404754.915576	5036902.336514	2287.500000	5
7405004.788534	5037077.902010	2287.500000	5
7405254.661492	5037486.094391	2291.000000	5
7405345.933254	5037793.150793	2282.000000	5
7405324.104800	5037708.565535	2307.000000	5
7405254.661492	5037497.826784	2300.000000	5
7405004.788534	5037093.736171	2305.000000	5
7404754.915576	5036911.680426	2296.500000	5
7404505.042618	5036767.432519	2296.500000	5
7404255.169659	5036646.259801	2296.500000	5
7404005.296701	5036598.172293	2314.000000	5
7403755.423743	5036443.891776	2317.500000	5
7403505.550784	5036263.506161	2319.000000	5
7403255.677826	5035981.247352	2331.500000	5
7403165.816429	5035883.161084	2321.000000	5
7397934.422829	5043348.531270	2282.000000	6
7398127.261988	5043326.345415	9999999999.990000	6
7398464.359636	5043285.261639	9999999999.990000	6
7400257.202327	5043362.781795	2273.500000	6
7400756.948244	5043253.472604	2273.500000	6
7400881.884723	5043141.744827	2273.500000	6
7401131.757681	5042857.875161	2275.000000	6
7403005.804868	5042505.630399	2270.000000	6
7404255.169659	5042454.678411	2248.500000	6
7404879.852055	5042331.788798	2227.500000	6
7404879.852055	5042328.176244	2241.500000	6
7404255.169659	5042462.984230	2266.500000	6
7403005.804868	5042512.808178	2277.000000	6
7401131.757681	5042865.293342	2287.500000	6
7400881.884723	5043160.865922	2282.000000	6
7400756.623639	5043256.819025	9999999999.990000	6
7400259.404609	5043369.536051	9999999999.990000	6
7398465.413066	5043282.101349	9999999999.990000	6
7398125.155128	5043323.185124	9999999999.990000	6
7397941.858282	5043337.933146	9999999999.990000	6
7397585.976230	5043515.052656	9999999999.990000	6
7397934.422829	5043348.531270	2282.000000	6
